npdes_id,facility_name,address,city,state,zip,lat,lng,lifetime_qtrs_any_snc,current_pollution_snc_streak,first_snc_qtr,enforcement_status
NC0051373,PERQUIMANS COUNTY WTP #2 - WINFALL,109 MELTON GROVE RD,WINFALL,NC,27985,36.213611,-76.4375,12,6,20084,no_formal_federal_action_since_2023-05;has_informal_action
TX0025615,CITY OF BRAZORIA WWTP,1 MI W OF INTEX CR 797 AND FMR 521,BRAZORIA,TX,77422,29.016666,-95.585277,64,13,20002,no_formal_federal_action_since_2023-05;has_informal_action
WIR05IA0A,STRUCTURAL COMPONENTS CORPORATION,730 PACKERLAND DRIVE,GREEN BAY,WI,54303,44.528153,-88.097035,13,5,20232,no_formal_federal_action_since_2023-05;has_informal_action
LAG540371,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- COUNTRY PLACE SUBDIVISION",END OF COUNTRY DRIVE,DENHAM SPRINGS,LA,70726,30.472778,-90.859444,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
KY0074977,EDGEWOOD WWTP,EDGEWOOD DR,FRANKFORT,KY,40601,38.136389,-84.925,78,21,20031,no_formal_federal_action_since_2023-05;has_informal_action
VIR050013,"SPARTAN PRODUCTS, LLC.",9010 D ESTATE COTTAGE,"CHRISTIANSTED, ST. CROIX",VI,00820,17.721417,-64.758611,25,25,20202,no_formal_federal_action_since_2023-05;no_informal_action
IDR053091,J.R.SIMPLOT COMPANY - IDAHO POTATO PLANT,16551 SIMPLOT BOULEVARD,CALDWELL,ID,83605,43.668977,-116.728262,6,6,20251,no_formal_federal_action_since_2023-05;no_informal_action
KY0021296,PROVIDENCE WWTP,625 CEDAR ST,PROVIDENCE,KY,42450,37.393056,-87.770833,44,5,19961,no_formal_federal_action_since_2023-05;has_informal_action
LAG541005,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MARYLAND PARK FARLINK",CROMWELL DR,CADE,LA,70519,30.047222,-91.9,95,95,20024,no_formal_federal_action_since_2023-05;no_informal_action
MAG912184,COVENANT COMMONWEALTH CORPORATION,29-33 CORINTH STREET,ROSLINDALE,MA,02131,42.285555,-71.129190,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
NY0023531,FARMINGTON (T) STP,1216 MC MAHON ROAD,VICTOR,NY,14564,42.978167,-77.383028,18,0,19984,no_formal_federal_action_since_2023-05;has_informal_action
LA0127442,LIVINGSTON PARISH SEWER DISTRICT- BUDDY ELLIS ROAD REGIONAL POTW,11000 BLOCK ON SOUTH SIDE OF BUDDY ELLIS RD,DENHAM SPRINGS,LA,70727,30.453100,-90.896900,11,7,20231,no_formal_federal_action_since_2023-05;no_informal_action
TX0056618,CITY OF MORGAN ,0.5 MI S INTEX FMR 927 AND SH 174 ON HWY 174,MORGAN,TX,76671,32.009768,-97.609169,21,0,19961,no_formal_federal_action_since_2023-05;has_informal_action
OH0138509,CEDAR CREEK MHP LLC,2785 ECKERT RD,LEXINGTON,OH,44904,40.63688,-82.614,43,16,20073,no_formal_federal_action_since_2023-05;has_informal_action
IA0032956,OSAGE CITY OF STP,1990 357TH ST,OSAGE,IA,50461,43.2792,-92.8309,15,3,20181,no_formal_federal_action_since_2023-05;has_informal_action
PA0239771,HEMLOCK HILLS MHP,GLEN KIRK RD,NEW GALILEE,PA,16141,40.906111,-80.37,5,4,20212,no_formal_federal_action_since_2023-05;has_informal_action
WV0106011,CANAAN VALLEY PSD,OUTLET 001 - ZONE C AND OUTLET 002 - ZONE D,DAVIS,WV,26260,39.0456,-79.4044,38,10,20122,no_formal_federal_action_since_2023-05;no_informal_action
IDR10C1F9,27415 HEXON ROAD BRIDGE,HEXON ROAD,PARMA,ID,83660,43.781575,-116.972364,4,4,20253,no_formal_federal_action_since_2023-05;no_informal_action
MO0129691,PRIVATE GARDENS WWTF,12824 NE 118TH STREET,KEARNEY,MO,64060,39.3061979,-94.419443,24,7,20173,no_formal_federal_action_since_2023-05;no_informal_action
PA0098477,HIGHLAND TANK & MFG CO STP,1 HIGHLAND RD,STOYSTOWN,PA,15563-6456,40.086667,-78.914444,10,10,20241,no_formal_federal_action_since_2023-05;no_informal_action
COR400630,COLORADO ADVENTURE PARK,FRASER VALLEY PKWY,UNINC,CO,80478,39.944700,-105.771944,22,22,20211,no_formal_federal_action_since_2023-05;no_informal_action
IN0039446,SALAMONIE COUNTRY ESTATES WWTP,6060 S 800 E,LA FONTAINE,IN,46940,40.738111,-85.64225,31,3,19961,no_formal_federal_action_since_2023-05;has_informal_action
LAG540087,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- ACADIAN ACRES SUBDIVISION",RUE DAUPHINE OFF HWY 13,EUNICE,LA,70593,30.2775,-90.850833,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
WV0005525,MOUNT STORM POWER STATION,436 DOMINION BLVD.,MT. STORM,WV,26739,39.2078,-79.265,26,23,20114,no_formal_federal_action_since_2023-05;no_informal_action
IN0022462,BUTLER WWTP,695 E GREEN ST,BUTLER,IN,467211135,41.433222,-84.858889,45,5,19961,no_formal_federal_action_since_2023-05;has_informal_action
MD0071196,"JHMI UTILITIES, LLC - JOHNS HOPKINS HOSPITAL","600 NORTH WOLFE STREET, BILLINGS ADMINISTRATION, R",BALTIMORE,MD,21287,39.29746,-76.59082,18,16,20193,no_formal_federal_action_since_2023-05;no_informal_action
WV0084468,SOUTHERN JACKSON COUNTY PSD,5927 CHARLESTON ROAD,RIPLEY,WV,25271,38.7303,-81.6733,79,48,20062,no_formal_federal_action_since_2023-05;no_informal_action
IN0060526,GNAW BONE REGIONAL SEWER DISTRICT,108 MT LIBERTY RD,NASHVILLE,IN,47448,39.190111,-86.151444,24,3,20004,no_formal_federal_action_since_2023-05;has_informal_action
PA0061077,LAKE WINOLA MUN AUTH,135 HUG LN,FACTORYVILLE,PA,18419-7882,41.508333,-75.899444,18,4,20174,no_formal_federal_action_since_2023-05;no_informal_action
AR0048968,CEDAR HEIGHTS BAPTIST CHURCH,14502 CEDAR HEIGHTS RD,NORTH LITTLE ROCK,AR,72118,34.887556,-92.359139,36,3,19994,no_formal_federal_action_since_2023-05;no_informal_action
COG591184,ROUTT CO FOR PHIPPSBURG COMM WWTF,APPROX 1/2 MILE N OF TOWN,PHIPPSBURG,CO,80469,40.2272,-106.943,5,5,20252,no_formal_federal_action_since_2023-05;no_informal_action
MO0123293,CINCO DE MAYO CAMPGROUND WWTP,1042 HIGHWAY H,FARMINGTON,MO,63640,37.6818926,-90.409191,27,0,20162,no_formal_federal_action_since_2023-05;no_informal_action
IL0023647,GALVA SOUTHWEST STP,1/2 MILE SOUTH OF BNSF RR AND SW 4TH ST,GALVA,IL,61434,41.163333,-90.051667,81,5,19961,no_formal_federal_action_since_2023-05;no_informal_action
MN0031879,US STEEL/KEEWATIN TACONITE,"T57N, R21W; T57N, R22W",KEEWATIN,MN,55753,47.416667,-93.083333,39,9,19961,no_formal_federal_action_since_2023-05;has_informal_action
FL0103349,TITUSVILLE BLUE HERON WRF,4800 DEEP MARSH RD,TITUSVILLE,FL,32780-2583,28.5445322,-80.8594268,17,5,19983,no_formal_federal_action_since_2023-05;has_informal_action
LAG540122,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- STANFORD PLACE",NEXT TO 203 STANFORD,LAFAYETTE,LA,70593,30.148889,-92.080278,102,101,20001,no_formal_federal_action_since_2023-05;no_informal_action
COX634035,HORN CREEK CONFERENCE GROUNDS,6758 CR 130,WESTCLIFFE,CO,81252,38.058889,-105.530833,13,8,20232,no_formal_federal_action_since_2023-05;has_informal_action
MO0118630,OCWC HIDDEN RIDGE ESTATES WWTP,0.09 MILES SW OF INTERSECTION OF SALEM,BRANSON,MO,65616,36.7341143,-93.283777,6,5,20244,no_formal_federal_action_since_2023-05;no_informal_action
OH0144321,GENEVA MOTEL,4829 NORTH RIDGE ROAD WEST,GENEVA,OH,44041,41.812222,-80.927222,26,3,20154,no_formal_federal_action_since_2023-05;has_informal_action
TX0027685,CITY OF TOLAR WWTP,501 TOLAR CEMETERY RD,TOLAR,TX,76476,32.385,-97.916944,9,8,20184,no_formal_federal_action_since_2023-05;has_informal_action
WV0039969,"AOC MATERIALS, LLC",100 BIG SANDY RIVER ROAD,KENOVA,WV,25530,38.3678,-82.5958,25,23,20152,no_formal_federal_action_since_2023-05;no_informal_action
COG318027,PEARL PLACE,2121 30 ST,BOULDER,CO,80301,40.022,-105.255,9,9,20242,no_formal_federal_action_since_2023-05;has_informal_action
PA0063631,PARKLAND HIGH SCH WWTP,2700 N. CEDAR CREST BLVD,ALLENTOWN,PA,18104,40.638611,-75.546667,27,18,20181,no_formal_federal_action_since_2023-05;no_informal_action
NY0021482,SODUS (V) STP,MUD LANE,SODUS,NY,14551,43.250583,-77.059944,27,3,19961,no_formal_federal_action_since_2023-05;no_informal_action
LA0127286,BOCAGE CRAWFISH LLC,6118 EGAN HWY,CROWLEY,LA,70527,30.236472,-92.459444,7,3,20241,no_formal_federal_action_since_2023-05;no_informal_action
OH0121215,B & B LODGE,9420 W BROAD ST,GALLOWAY,OH,43119,39.94667,-83.24944,51,5,20031,no_formal_federal_action_since_2023-05;no_informal_action
LAG540108,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LANEXANG VILLAGE",CHAMPA AVENUE,LAFAYETTE,LA,70593,30.058611,-91.942778,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
ME0101982,FRENCHVILLE WWTF,368A US RTE 1,FRENCHVILLE,ME,04745,47.2832778,-68.4021111,39,7,19973,no_formal_federal_action_since_2023-05;has_informal_action
GU0110019,APRA HARBOR WWTP,NAVAL STATION PWC,APRA HARBOR NAVAL BASE,GU,96932,+13.413333,+144.641667,39,0,20053,no_formal_federal_action_since_2023-05;no_informal_action
LAG480170,SCOTT CONSTRUCTION EQUIPMENT,945 N. MARKET,SHREVEPORT,LA,71107,32.526944,-93.762222,6,4,20243,no_formal_federal_action_since_2023-05;no_informal_action
PR0021326,DEPARTMENT OF NATURAL AND ENVIRONMENTAL RESOURCES,BOQUERON WARD,CABO ROJO,PR,00623,18.020278,-67.206944,112,9,19962,no_formal_federal_action_since_2023-05;no_informal_action
MI0001171,PCA-FILER CITY MILL,2246 UDELL STREET,FILER CITY,MI,49634,44.2129,-86.2852,41,10,19972,no_formal_federal_action_since_2023-05;has_informal_action
MO0040819,HUNTSVILLE NORTHWEST WWTF,WEST TERMINUS/WILLOW STREET,HUNTSVILLE,MO,65259,39.4408091,-92.559662,27,7,20162,no_formal_federal_action_since_2023-05;no_informal_action
FL0021369,BRADENTON WWTP CITY OF,1810 1ST ST,BRADENTON,FL,34208-3504,27.4835375,-82.5643065,24,0,19982,no_formal_federal_action_since_2023-05;has_informal_action
NY0029238,SLEEPY HOLLOW SD,SANKE SWAMP ROAD,OSWEGO,NY,13126,43.432639,-76.578611,33,4,19981,no_formal_federal_action_since_2023-05;no_informal_action
IN0020192,SPENCER MUNICIPAL WWTP,770 W MARKET ST,SPENCER,IN,47460,39.2835,-86.770611,7,4,19962,no_formal_federal_action_since_2023-05;has_informal_action
OH0131164,"TRILLIUM FARM HOLDINGS, LLC - CROTON PULLET SITE 1",9550 PARSONS RD.,CROTON,OH,43013,40.216224,-82.671216,30,7,20183,no_formal_federal_action_since_2023-05;no_informal_action
LAG540736,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- BEAU CHENE SUBDIVISION","ON LA 308, 1 MI S OF CANAL BLVD",THIBODAUX,LA,70302,29.815556,-92.116944,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
LAG570362,HOME DEPOT OUT PARCELS/RESTAURANT & RETAIL,18291 HIGHLAND ROAD,BATON ROUGE,LA,70809,30.349722,-91.026389,32,6,20182,no_formal_federal_action_since_2023-05;no_informal_action
OH0025887,JEFFERSON WWTP,225 N ELM ST,JEFFERSON,OH,44047,41.74322,-80.77612,37,0,19961,no_formal_federal_action_since_2023-05;has_informal_action
AR0039250,ARKANSAS 4-H EDUCATION CENTER,1 FOUR-H WAY,LITTLE ROCK,AR,72223,34.770833,-92.567222,42,4,20011,no_formal_federal_action_since_2023-05;no_informal_action
LAG570043,VILLAGE GREEN APARTMENTS,12134 DOVERWOOD ST.,BATON ROUGE,LA,70807,30.555,-91.172778,15,7,20182,no_formal_federal_action_since_2023-05;no_informal_action
NJ0025321,RIVER ROAD WWTP,6400 RIVER RD,WEST NEW YORK TOWN,NJ,07093,40.787067,-74.002728,19,8,19973,no_formal_federal_action_since_2023-05;has_informal_action
LAG540370,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MARTIN SUBDIVISION",40154 ABBY JAMES RD.,PRAIRIEVILLE,LA,70769,30.306667,-90.942222,97,97,20022,no_formal_federal_action_since_2023-05;no_informal_action
VA0072389,PC OAK VILLAGE MHC STP,DEARING LN,VINTON,VA,24179,37.273693,-79.834741,3,3,20254,no_formal_federal_action_since_2023-05;has_informal_action
NE0133167,THOMAS LAKES SUBDIVISION WASTEWATER TREATMENT FACILITY,N. OF WHITETAIL CIRCLE & LAKESHORE DRIVE,ASHLAND,NE,68003,41.106306,-96.328944,13,6,20221,no_formal_federal_action_since_2023-05;has_informal_action
COG591177,ALMA TOWN OF,STATE HWY 9  ,ALMA,CO,80420,39.277544,-106.055927,9,9,20242,no_formal_federal_action_since_2023-05;has_informal_action
LAG540094,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- COUNTRY ACRES SUBDIVISION",DENETTE ROAD,LAFAYETTE,LA,70593,30.299722,-90.940278,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
NE0040045,OGALLALA WASTEWATER TREATMENT FACILITY,2220 E RIVERDALE RD,OGALLALA,NE,69153,41.127520,-101.692540,41,3,19992,no_formal_federal_action_since_2023-05;has_informal_action
COG589146,TIMBERS WSD WWTF,SKY VALLEY DR AND MCKINNIS CREEK,STEAMBOAT SPRINGS,CO,00000,40.38258,-106.79304,18,12,20211,no_formal_federal_action_since_2023-05;has_informal_action
ILP000392,TUF-TITE INC,905 TELSER RD,LAKE ZURICH,IL,60047,42.21286,-88.06589,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
VI0040746,MARKET SQUARE EAST,1-2 ESTATE DONOE,ST. THOMAS,VI,00802,18.3375,-64.903056,21,7,20031,no_formal_federal_action_since_2023-05;no_informal_action
LAG570025,TORREY PINES MOBILE HOME PARK,16352 OLD HAMMOND HWY,BATON ROUGE,LA,70816,30.461389,-91.005,30,9,20181,no_formal_federal_action_since_2023-05;has_informal_action
MD3268G04,TODD VILLAGE MOBILE PARK,2636 OLD WESTMINSTER PIKE,FINKSBURG,MD,21048,+39.508333,-76.9,32,0,20181,no_formal_federal_action_since_2023-05;no_informal_action
TX0024112,CITY OF EDINBURG WWTP,1202 NORTH M RD,EDINBURG,TX,78542,26.31,-98.135,57,17,19961,no_formal_federal_action_since_2023-05;no_informal_action
OH0003298,CAMPBELL SOUP SUPPLY COMPANY - SOUP PLANT,12-773 STATE RTE 110 E,NAPOLEON,OH,43545,41.39771,-84.10834,34,4,20013,no_formal_federal_action_since_2023-05;no_informal_action
KYGE40150,PREMIER ELKHORN COAL LLC [898-0978],BURK BRANCH RD & KY 610,MYRA,KY,41549,37.299444,-82.610278,27,3,20193,no_formal_federal_action_since_2023-05;has_informal_action
MO0054691,ELSBERRY WWTF,0.1 MILES EAST OF HATFIELD ROAD AND,ELSBERRY,MO,63343,39.1625002,-90.776193,23,13,20182,no_formal_federal_action_since_2023-05;no_informal_action
MO0093432,GREENVILLE WWTF,0.1 MILES SOUTHEAST OF POPLAR ST. AND,GREENVILLE,MO,63944,37.1226916,-90.451164,24,24,20203,no_formal_federal_action_since_2023-05;has_informal_action
MOG940248,PILOT TRAVEL CENTERS FACILITY #443,6676 MO 13,HIGGINSVILLE,MO,64037,39.004003,-93.73401,8,8,20243,no_formal_federal_action_since_2023-05;no_informal_action
COX634036,PEACEFUL VALLEY SCOUT RANCH,22799 N ELBERT RD,ELBERT,CO,80106,39.17652,-104.519699,14,8,20223,no_formal_federal_action_since_2023-05;has_informal_action
CO0049038,FOUNDRY 2 ST,E 2 ST AND N CLEVELAND AVE,LOVELAND,CO,80537,40.3938,-105.074,12,8,20233,no_formal_federal_action_since_2023-05;no_informal_action
COG591200,MEADOWBROOK MHP,5000 RED CREEK SPRINGS RD,PUEBLO,CO,81001,38.269218,-104.478447,5,5,20252,no_formal_federal_action_since_2023-05;has_informal_action
GAG640063,"AUGUSTA, CITY OF (HIGHLAND AVENUE WTP)",2835 CENTRAL AVE,AUGUSTA,GA,30909,33.474249,-82.034945,16,4,20222,no_formal_federal_action_since_2023-05;has_informal_action
IL0070823,DEER RIDGE SUBDIVISION STP,9125 DEER RIDGE DRIVE,BLOOMINGTON,IL,61705,40.484167,-89.093333,114,0,19961,no_formal_federal_action_since_2023-05;has_informal_action
LA0075086,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- CHERRYWOOD & LONE OAK PARK",168 S CHERRYWOOD LANE,PEARL RIVER,LA,70452,30.353056,-89.761389,75,3,20021,no_formal_federal_action_since_2023-05;no_informal_action
LAG560041,"CBS COUNTRY RIDGE PARK, LLC - WEST POND",COUNTRY RIDGE RD (PARISH RD I-305),OPELOUSAS,LA,7057,30.494444,-92.058333,17,10,20171,no_formal_federal_action_since_2023-05;has_informal_action
ME0100749,WINTERPORT WWTF,34 SAMPSON ST,WINTERPORT,ME,04496,44.634611,-68.845639,55,55,20124,no_formal_federal_action_since_2023-05;no_informal_action
LA0104647,TOWN OF SAREPTA - WWTP,"DENMON RD, OFF LA HWY 2",SAREPTA,LA,71071,32.9025,-93.4375,13,4,20183,no_formal_federal_action_since_2023-05;has_informal_action
CO0023132,HENDERSON LAGOON FACILITY,APPRX 1/4 MI NE OF TOWN,RIO GRANDE COUNTY,CO,81144,37.58195,-106.129360,28,15,20014,no_formal_federal_action_since_2023-05;no_informal_action
LAG540109,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LEXINGTON HEIGHTS","KIDDER RD, OFF HWY 726",CARENCRO,LA,70593,30.365278,-92.020556,96,96,20023,no_formal_federal_action_since_2023-05;no_informal_action
WIR05IA05,USPS GREEN BAY VMF,300 PACKERLAND DRIVE,GREEN BAY,WI,54303,44.533978,-88.097475,7,3,20232,no_formal_federal_action_since_2023-05;has_informal_action
MO0128856,CLOVER HILL ESTATES WWTP,COUNTY ROAD 302,JACKSON,MO,63755,37.4040863,-89.633418,4,3,20244,no_formal_federal_action_since_2023-05;no_informal_action
PR0026042,"VILLAS DEL GIGANTE, CAROLINA",INTERCEPT OF PR-852 & PR-853,CAROLINA,PR,00985,18,-56.166667,71,7,20032,no_formal_federal_action_since_2023-05;no_informal_action
IA0061468,BAYARD CITY OF STP,1116 JUSTICE ROAD,BAYARD,IA,50029,41.84408,-94.55889,68,16,20031,no_formal_federal_action_since_2023-05;has_informal_action
TX0020401,CITY OF INGLESIDE WWTP,2525 8TH ST,INGLESIDE,TX,78362,27.86777,-97.218055,36,3,19981,no_formal_federal_action_since_2023-05;has_informal_action
IN0064929,BECK'S SUPERIOR HYBRIDS INC,NW OF INTERSECTION 276TH  & 281ST STREETS,ATLANTA,IN,46031,40.190833,-86.055556,6,4,20241,no_formal_federal_action_since_2023-05;has_informal_action
IL0021334,"AVON STP, VILLAGE OF",950 N 2450 EAST ROAD,AVON,IL,61415,40.668333,-90.42,88,5,19962,no_formal_federal_action_since_2023-05;has_informal_action
ILG580162,MCLEAN STW,NORTH 400 EAST ROAD,MCLEAN,IL,61754,40.325,-89.185,41,4,19981,no_formal_federal_action_since_2023-05;has_informal_action
WV1017969,PEACH ORCHARD SURFACE MINE NO. 5,2112 LEATHERWOOD RD,BICKMORE,WV,25019,38.3419,-81.0556,34,18,20181,no_formal_federal_action_since_2023-05;no_informal_action
NY0267422,SPIN CITY SUPER LAUNDROMAT,1597 MANATUCK BLVD,BAY SHORE,NY,11706,+40.755889,-73.270389,48,48,20143,no_formal_federal_action_since_2023-05;no_informal_action
CO0000213,NEW HORIZON MINE,27646 W 5 AVE,NUCLA,CO,81424,38.291667,-108.583333,24,8,20103,no_formal_federal_action_since_2023-05;no_informal_action
COG591193,WILL-O-WISP METRO DISTRICT,956 WISP CREEK DR,BAILEY,CO,80421,39.449444,-105.410833,8,8,20243,no_formal_federal_action_since_2023-05;has_informal_action
WVG550725,DAVIS MOBILE HOME PARK,89 BOTTOM VIEW DRIVE,SALEM,WV,26426,39.3006,-80.5069,27,12,20181,no_formal_federal_action_since_2023-05;no_informal_action
CTUIC0263,"FEDEX GROUND PACKAGE SYSTEM,INC.",350 RUBY ROAD,WILLINGTON,CT,06279-2413,41.91938,-72.26041,6,3,20251,no_formal_federal_action_since_2023-05;no_informal_action
OH0076368,CONESVILLE COAL PREPARATION PLANT,14561 TWP RD 263 S,CONESVILLE,OH,43811,40.1812,-81.9137,23,6,20064,no_formal_federal_action_since_2023-05;has_informal_action
KY0044351,COOLBROOK WWTP,CLEARWATER CT,FRANKFORT,KY,40601,38.139722,-84.933889,32,12,20022,no_formal_federal_action_since_2023-05;has_informal_action
PA0063053,STILL CREEK WTP,595 CLAREMENT AVE,TAMAQUA,PA,18252,40.843889,-76.002222,4,3,20223,no_formal_federal_action_since_2023-05;has_informal_action
LAG560123,TIMBER TRAILS SUBDIVISION,OFF US HWY 71,ALEXANDRIA,LA,71307,31.406111,-92.483333,16,3,20141,no_formal_federal_action_since_2023-05;no_informal_action
VAM081065,VFC - CALVIN FACILITIES,2.4 MILES W OF KEOKEE ON LITTLE BUNDY CREEK,CALVIN,VA,00000,36.85391,-82.92973,12,3,20221,no_formal_federal_action_since_2023-05;has_informal_action
LAG541883,"DUCK INN, LLC - MIKE ANDERSON'S: PRAIRIEVILLE",16400 AIRLINE HWY,PRAIRIEVILLE,LA,70769,30.308408,-90.975253,25,4,20201,no_formal_federal_action_since_2023-05;no_informal_action
WA0050229,"WAPATO, CITY OF - WAPATO WWTP",68172 HIGHWAY 97 (YAKAMA RESERVATION),WAPATO,WA,98951,46.433056,-120.421389,85,14,20013,no_formal_federal_action_since_2023-05;no_informal_action
OH0149187,PAR MAR STORE NO 14,66 ARROWHEAD RD,LITTLE HOCKING,OH,45742,39.267435,-81.696115,15,4,20214,no_formal_federal_action_since_2023-05;has_informal_action
IDR10C1F8,HEXON ROAD BRIDGE,HEXON ROAD,PARMA,ID,83660,43.78159,-116.97233,4,4,20253,no_formal_federal_action_since_2023-05;no_informal_action
LAG540737,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MIDWAY",5 MILES NORTH OF HWY 1,THIBODAUX,LA,70302,29.815278,-90.896667,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
WIR05IA06,HIGHVIEW CUSTOM FABRICATING,3369 BAY RIDGE CT.,HOBART,WI,54155,44.511671,-88.165246,5,5,20252,no_formal_federal_action_since_2023-05;has_informal_action
ARG640021,BRECKENRIDGE-UNION WATER TREATMENT FACILITY,6315 HWY 17 SOUTH,SHOFFNER,AR,72112,35.474861,-91.230222,55,7,20083,no_formal_federal_action_since_2023-05;no_informal_action
IN0038920,BRIARWOOD SUBDIVISION,451 BRIARWOOD LN,BEDFORD,IN,47452,38.975833,-86.550556,24,3,19981,no_formal_federal_action_since_2023-05;has_informal_action
GAP050364,SMITH & SONS SEAFOOD,1033 MCINTOSH INDUSTRIAL BLVD SW,DARIEN,GA,31305,31.366799,-81.41696,9,9,20242,no_formal_federal_action_since_2023-05;has_informal_action
IA0047937,MARENGO CITY OF STP,UNKNOWN,MARENGO,IA,52301,41.79654,-92.05308,58,8,20041,no_formal_federal_action_since_2023-05;has_informal_action
MO0097543,"CHAMP LANDFILL COMPANY, LLC",2305 CREVE COEUR MILL RD,MARYLAND HEIGHTS,MO,63043,38.7370303,-90.464333,28,8,20181,no_formal_federal_action_since_2023-05;no_informal_action
NY0021610,WALTER W BRADLEY WPCF,226 PHILLIPS ROAD,WEBSTER,NY,14580,43.260417,-77.413139,29,5,20011,no_formal_federal_action_since_2023-05;has_informal_action
LAG540837,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LA PLACE MAISON",CORMIER RD & BREAUX RD,CARENCRO,LA,70593,30.340833,-92.055556,96,96,20023,no_formal_federal_action_since_2023-05;no_informal_action
PA0221627,STONE RIDGE PARK MHP,7473 SHARON MERCER RD LOT 12,MERCER,PA,16137-6509,41.235,-80.333056,12,5,20221,no_formal_federal_action_since_2023-05;no_informal_action
COG590061,APPLE TREE WASTE WATER,5033 CR 335 TRAILER 48,NEW CASTLE,CO,81647,39.559641,-107.550795,4,4,20253,no_formal_federal_action_since_2023-05;has_informal_action
IL0027341,"MT. VERNON STP, CITY OF",105 EAST PERKINS AVENUE,MOUNT VERNON,IL,62864,38.305278,-88.886667,4,0,20253,no_formal_federal_action_since_2023-05;no_informal_action
LA0020419,PORT BARRE TOWN OF - WWTP,125 JEAN ST,PORT BARRE,LA,70577,30.55346,-91.96084,76,7,19961,no_formal_federal_action_since_2023-05;no_informal_action
MO0130249,PCSD NO. 1 NORTHERN HEIGHTS ESTATES WWTP,19545 LILLY LN.,WAYNESVILLE,MO,65583,37.8559429,-92.201723,28,7,20162,no_formal_federal_action_since_2023-05;no_informal_action
OH0137430,"HUHTAMAKI, INC.",5566 NEW VIENNA RD,NEW VIENNA,OH,45159,39.320942,-83.684918,10,3,20082,no_formal_federal_action_since_2023-05;no_informal_action
IN0021491,DUNKIRK WWTP,8189 E CR 499 S,MILLGROVE,IN,47336,40.379944,-85.218611,26,11,19972,no_formal_federal_action_since_2023-05;has_informal_action
KY0078298,EVERGREEN WWTP,LAWRENCE ST,FRANKFORT,KY,40601,38.12984,-84.91298,14,6,20163,no_formal_federal_action_since_2023-05;has_informal_action
OH0136077,TRILLIUM FARM HOLDINGS LLC - HATCHERY BREEDER PULLET,10214 CROUSE WILLISON RD,JOHNSTOWN,OH,43031,40.197991,-82.644065,18,7,20192,no_formal_federal_action_since_2023-05;no_informal_action
WA0052434,BUCKHORN MOUNTAIN MINE,APPROX 3.5 MILES  EAST OF CHESAW,CHESAW,WA,98844,48.9457932,-118.98468,46,46,20151,no_formal_federal_action_since_2023-05;no_informal_action
TX0075957,CITY OF BLOSSOM WWTP,1245 E FAIRVIEW ST,BLOSSOM,TX,75416,33.658333,-95.368333,9,4,20041,no_formal_federal_action_since_2023-05;has_informal_action
KY0076911,CEDARMORE CAMP & CONFERENCE CENTER EAST,3083 CEDARMORE RD,BAGDAD,KY,40003,38.326944,-85.010833,23,5,20083,no_formal_federal_action_since_2023-05;has_informal_action
OH0140678,SOUTHSIDE APARTMENTS,5465  - 5477 CLEVELAND AVE. SW,PIKE TWP.,OH,44620,40.72,-81.35,39,3,20101,no_formal_federal_action_since_2023-05;has_informal_action
NJ0023566,HUDSON CNTY MEADOWVIEW HOSPITAL STP,595 COUNTY AVE,SECAUCUS TOWN,NJ,07094,40.784860,-74.057193,23,5,20182,no_formal_federal_action_since_2023-05;has_informal_action
OH0022624,MARSHALLVILLE WWTP,38 N MAIN ST,MARSHALLVILLE,OH,44645,40.90711,-81.72954,54,3,19961,no_formal_federal_action_since_2023-05;has_informal_action
NY0266795,SPLASH COMMACK,1103 JERICHO TURNPIKE,COMMACK,NY,11725,40.846944,-73.026111,67,13,20063,no_formal_federal_action_since_2023-05;has_informal_action
COX634025,PRAIRIE PK 12 SCHOOL DISTRICT WWTF,42315 WCR 133,NEW RAYMER,CO,80302,40.6159,-103.8036,23,6,20202,no_formal_federal_action_since_2023-05;has_informal_action
MAG580032,BATTLE ROAD FARM WWTF,39 INDIAN CAMP LANE,LINCOLN,MA,01773,42.458333,-71.291667,15,14,20223,no_formal_federal_action_since_2023-05;no_informal_action
